hospital,patient_count,total_billing,average_billing,average_age,average_length_of_stay,hospital_rank
Hawkins-Harper,1,9032.793074647954,9032.793074647954,63.0,30.0,37
Hawkins-Humphrey,1,36395.541662546544,36395.541662546544,43.0,1.0,37
Hawkins-James,1,45875.915135733165,45875.915135733165,56.0,1.0,37
Hawkins-Jordan,1,39794.26134689248,39794.26134689248,36.0,9.0,37
Hawkins-Long,1,40821.41895325828,40821.41895325828,78.0,6.0,37
Hawkins-Morgan,1,28271.54176843428,28271.54176843428,49.0,7.0,37
Hawkins-Parker,1,38008.47075307767,38008.47075307767,81.0,3.0,37
Hawkins-Richards,1,26828.037805835906,26828.037805835906,49.0,2.0,37
Hawkins-Ross,1,33069.50006715042,33069.50006715042,53.0,1.0,37
Hawkins-Travis,1,7475.481580146237,7475.481580146237,21.0,13.0,37
Hawkins-Walsh,1,31342.88355961407,31342.88355961407,59.0,26.0,37
Hawkins-Watkins,1,22266.813529937583,22266.813529937583,21.0,28.0,37
"Hayden Compton and King,",1,11960.427533031108,11960.427533031108,23.0,12.0,37
Hayden Group,1,15438.499520129228,15438.499520129228,65.0,10.0,37
"Hayden Navarro Bates, and",1,10820.722236311029,10820.722236311029,45.0,28.0,37
"Hayden and Miller, Schneider",1,23900.29511457133,23900.29511457133,22.0,10.0,37
"Hayden, Taylor Chandler and",1,46678.031748654095,46678.031748654095,37.0,4.0,37
"Hayden, Zamora Riley and",1,40326.85854374522,40326.85854374522,66.0,16.0,37
Hayden-Casey,1,22596.097942408625,22596.097942408625,67.0,28.0,37
Hayden-Day,1,12204.230845462798,12204.230845462798,18.0,8.0,37
Hayden-Liu,1,42194.89109052947,42194.89109052947,76.0,1.0,37
Hayden-Romero,1,32316.339457732716,32316.339457732716,51.0,5.0,37
"Hayes Cox Tate, and",1,5588.466574327612,5588.466574327612,26.0,11.0,37
Hayes Group,1,36895.17371471649,36895.17371471649,20.0,6.0,37
"Hayes Owens Jefferson, and",1,25119.63359219293,25119.63359219293,39.0,11.0,37
"Hayes Scott, and Adams",1,44132.36279814256,44132.36279814256,46.0,15.0,37
"Hayes Smith, and Young",1,24271.483214009997,24271.483214009997,46.0,4.0,37
"Hayes and Evans, Maddox",1,32777.635779392214,32777.635779392214,51.0,19.0,37
"Hayes and Garcia Cruz,",1,23896.340622437998,23896.340622437998,62.0,9.0,37
"Hayes and Hanna Hudson,",1,23757.73695083784,23757.73695083784,20.0,1.0,37
"Hayes and Hill, Harris",1,46480.3479404106,46480.3479404106,48.0,21.0,37
"Hayes and Miller, Sawyer",1,37095.5931757011,37095.5931757011,43.0,4.0,37
"Hayes and Ray Taylor,",1,39960.852400283926,39960.852400283926,37.0,27.0,37
"Hayes and Ruiz, Carroll",1,3949.798588545761,3949.798588545761,51.0,18.0,37
"Hayes and Stewart, Lane",1,43803.47156673466,43803.47156673466,62.0,3.0,37
"Hayes, Bell and Rollins",1,7882.731574760484,7882.731574760484,62.0,22.0,37
"Hayes, Russell Garcia and",1,48635.48175438455,48635.48175438455,77.0,1.0,37
"Hayes, and Ball Boyer",1,22466.976352266003,22466.976352266003,79.0,2.0,37
"Hayes, and Black Kelley",1,24057.06121767443,24057.06121767443,21.0,1.0,37
"Hayes, and Lee Adams",1,11791.640091092935,11791.640091092935,42.0,14.0,37
Hayes-Atkinson,1,17789.34785806353,17789.34785806353,26.0,17.0,37
Hayes-Bass,1,46852.27983967485,46852.27983967485,67.0,19.0,37
Hayes-Carson,1,27597.72372348077,27597.72372348077,74.0,6.0,37
Hayes-Chavez,1,997.04756779644,997.04756779644,77.0,22.0,37
Hayes-Flores,1,39146.29733328037,39146.29733328037,81.0,17.0,37
Hayes-Flowers,1,8839.421850045743,8839.421850045743,80.0,7.0,37
Hayes-Foster,1,29384.975266732195,29384.975266732195,61.0,20.0,37
Hayes-Gibson,1,34363.10064007634,34363.10064007634,42.0,12.0,37
Hayes-Harris,1,7020.377203911055,7020.377203911055,60.0,22.0,37
Hayes-Henry,1,19210.050149662475,19210.050149662475,40.0,8.0,37
Hayes-Hernandez,1,9040.703368589067,9040.703368589067,65.0,3.0,37
Hayes-Howard,1,2555.305652894884,2555.305652894884,85.0,10.0,37
Hayes-James,1,15403.413469366764,15403.413469366764,36.0,18.0,37
Hayes-Jensen,1,13308.00493917784,13308.00493917784,19.0,26.0,37
Hayes-Jimenez,1,5231.027745256789,5231.027745256789,76.0,30.0,37
Hayes-Jones,1,28507.77175152314,28507.77175152314,79.0,9.0,37
Hayes-Lucas,1,7025.037811448905,7025.037811448905,30.0,30.0,37
Hayes-Morgan,1,45323.23515921955,45323.23515921955,45.0,27.0,37
Hayes-Parker,1,18328.93908668682,18328.93908668682,45.0,17.0,37
Hayes-Rodriguez,1,9144.67433266403,9144.67433266403,44.0,10.0,37
Hayes-Simpson,1,47942.43281371277,47942.43281371277,70.0,21.0,37
Hayes-Thomas,1,32535.04006235062,32535.04006235062,85.0,3.0,37
Hayes-Vargas,1,48092.536554937935,48092.536554937935,28.0,7.0,37
Hayes-Wade,1,45092.16641630107,45092.16641630107,52.0,25.0,37
Hayes-Wagner,1,5352.206857543418,5352.206857543418,84.0,1.0,37
Hayes-Walker,1,8948.666559085781,8948.666559085781,54.0,1.0,37
Hayes-Walton,1,37307.01460505812,37307.01460505812,46.0,14.0,37
Hayes-Yoder,1,38830.23225662184,38830.23225662184,52.0,27.0,37
Haynes LLC,1,12920.188842429414,12920.188842429414,49.0,13.0,37
"Haynes Lopez and Simon,",1,23545.37994067853,23545.37994067853,77.0,5.0,37
Haynes Ltd,1,29643.810301760943,29643.810301760943,47.0,10.0,37
"Haynes Newman, and Zuniga",1,7230.107083312569,7230.107083312569,20.0,22.0,37
"Haynes and Navarro, Jackson",1,17896.81985764865,17896.81985764865,19.0,6.0,37
"Haynes, Vaughan Foley and",1,44432.86091555525,44432.86091555525,49.0,15.0,37
"Haynes, and Perry Rivera",1,13112.716748136849,13112.716748136849,39.0,12.0,37
Haynes-Daniels,1,3357.2678609215664,3357.2678609215664,78.0,5.0,37
Haynes-Dyer,1,27469.07692874174,27469.07692874174,29.0,9.0,37
Haynes-Garcia,1,11354.071943140938,11354.071943140938,46.0,14.0,37
Haynes-Jordan,1,39924.32170481228,39924.32170481228,32.0,5.0,37
Haynes-Montes,1,43141.30196694169,43141.30196694169,45.0,24.0,37
Haynes-Parker,1,27593.933393065246,27593.933393065246,49.0,5.0,37
Haynes-Silva,1,48491.64321008512,48491.64321008512,57.0,10.0,37
Haynes-Thompson,1,4445.253660226096,4445.253660226096,37.0,22.0,37
Haynes-Vaughn,1,32926.832232376735,32926.832232376735,46.0,30.0,37
Haynes-York,1,19474.59157661116,19474.59157661116,47.0,6.0,37
Hays Group,1,22199.593426089432,22199.593426089432,30.0,1.0,37
Hays Inc,1,2748.550967419224,2748.550967419224,54.0,19.0,37
"Hays Martinez, Ball and",1,5197.779473890836,5197.779473890836,44.0,29.0,37
"Hays, Robinson Elliott and",1,43347.17285097998,43347.17285097998,36.0,17.0,37
Hays-Bennett,1,37127.18067039661,37127.18067039661,37.0,23.0,37
Hays-Ford,1,4736.565087528289,4736.565087528289,72.0,26.0,37
Hays-Harris,1,40528.88604040677,40528.88604040677,29.0,5.0,37
Hays-Wallace,1,9358.970269727117,9358.970269727117,54.0,23.0,37
"Heath Day Aguilar, and",1,16388.427623926098,16388.427623926098,67.0,29.0,37
"Heath Moore Jones, and",1,16790.70482559827,16790.70482559827,56.0,23.0,37
Heath PLC,1,29007.729744106637,29007.729744106637,43.0,11.0,37
Heath Sons and,1,21543.835585257773,21543.835585257773,68.0,14.0,37
Heath and Sons,1,27564.10194560946,27564.10194560946,80.0,18.0,37
"Heath and Webb, Turner",1,12308.52575244633,12308.52575244633,29.0,4.0,37
"Heath, Rowe Barnes and",1,32841.153038255754,32841.153038255754,34.0,26.0,37
"Heath, Smith Kennedy and",1,24116.81984306086,24116.81984306086,40.0,26.0,37
"Heath, and Jones Jacobs",1,34703.55099316883,34703.55099316883,69.0,5.0,37
Heath-Brown,1,6162.345959478175,6162.345959478175,25.0,20.0,37
Heath-Bryant,1,3096.923742207545,3096.923742207545,61.0,6.0,37
Heath-Callahan,1,23411.29991436599,23411.29991436599,68.0,18.0,37
Heath-Garcia,1,3898.860882302927,3898.860882302927,46.0,16.0,37
Heath-Gardner,1,41363.96381677107,41363.96381677107,61.0,2.0,37
Heath-Gibson,1,7489.625357899052,7489.625357899052,45.0,14.0,37
Heath-Hicks,1,46793.86991130372,46793.86991130372,24.0,21.0,37
Heath-Ibarra,1,47770.07149016162,47770.07149016162,34.0,30.0,37
Heath-Krause,1,34061.77724550627,34061.77724550627,69.0,23.0,37
Heath-Miller,1,1945.532070572139,1945.532070572139,67.0,21.0,37
Heath-Wagner,1,35783.53390770924,35783.53390770924,83.0,7.0,37
Hebert PLC,1,18319.861302293408,18319.861302293408,38.0,8.0,37
"Hebert and Morgan, Wilson",1,38755.11345082393,38755.11345082393,76.0,15.0,37
"Hebert, Brown Kim and",1,-227.9950635830784,-227.9950635830784,82.0,20.0,37
"Hebert, Weaver Park and",1,12456.829548976517,12456.829548976517,24.0,23.0,37
Hebert-Evans,1,15696.923834373589,15696.923834373589,44.0,28.0,37
Hebert-Hoffman,1,49469.9558769876,49469.9558769876,43.0,22.0,37
Hebert-Kelly,1,22996.031721666972,22996.031721666972,81.0,30.0,37
Hebert-Manning,1,19163.60339105663,19163.60339105663,22.0,20.0,37
Hebert-Wells,1,23.72792960267975,23.72792960267975,71.0,25.0,37
"Henderson Baker and Jones,",1,12572.240283009109,12572.240283009109,22.0,28.0,37
"Henderson Campbell Sanchez, and",1,2019.1180882027315,2019.1180882027315,49.0,5.0,37
"Henderson Carpenter and Barrett,",1,3548.051648233741,3548.051648233741,57.0,26.0,37
"Henderson Green, Foster and",1,35235.49517726879,35235.49517726879,76.0,26.0,37
"Henderson Hobbs, and Martin",1,36118.20655066345,36118.20655066345,45.0,5.0,37
Henderson Sons and,1,19705.875523828985,19705.875523828985,29.0,7.0,37
"Henderson and Carlson, Watkins",1,33427.33776305201,33427.33776305201,81.0,30.0,37
"Henderson and Douglas Carter,",1,13805.64014562832,13805.64014562832,45.0,22.0,37
"Henderson and Ray, Williams",1,36897.51133115671,36897.51133115671,64.0,22.0,37
"Henderson and Sanchez, Holland",1,2908.482535908417,2908.482535908417,51.0,25.0,37
"Henderson and Smith Johnson,",1,3292.0469790823345,3292.0469790823345,76.0,13.0,37
"Henderson and White, Hawkins",1,42308.76330809353,42308.76330809353,42.0,7.0,37
"Henderson, Lawrence and Gates",1,12901.237346370312,12901.237346370312,74.0,30.0,37
"Henderson, Rich and Moreno",1,24407.84088148913,24407.84088148913,85.0,25.0,37
"Henderson, and Baldwin Nunez",1,20646.94612711172,20646.94612711172,25.0,6.0,37
"Henderson, and Williams Peterson",1,49005.504941947,49005.504941947,36.0,19.0,37
Henderson-Ashley,1,29172.24895187785,29172.24895187785,27.0,3.0,37
Henderson-Bernard,1,26919.585237804087,26919.585237804087,55.0,29.0,37
Henderson-Clark,1,27999.712800176,27999.712800176,68.0,10.0,37
Henderson-Cole,1,27038.20406987489,27038.20406987489,59.0,19.0,37
Henderson-Cruz,1,20161.43740991048,20161.43740991048,25.0,18.0,37
Henderson-Cummings,1,20740.58774151651,20740.58774151651,22.0,7.0,37
Henderson-Garcia,1,14754.985636337036,14754.985636337036,67.0,20.0,37
Henderson-Hall,1,25145.842959856887,25145.842959856887,80.0,21.0,37
Henderson-Huber,1,2722.3029426610274,2722.3029426610274,75.0,20.0,37
Henderson-Jones,1,43323.73042730076,43323.73042730076,64.0,13.0,37
Henderson-Kelly,1,40571.79224458007,40571.79224458007,47.0,26.0,37
Henderson-Lewis,1,25897.36708694424,25897.36708694424,29.0,25.0,37
Henderson-Moore,1,6565.261614351477,6565.261614351477,21.0,20.0,37
Henderson-Newton,1,3898.548043170901,3898.548043170901,70.0,23.0,37
Henderson-Quinn,1,43759.48152446129,43759.48152446129,28.0,22.0,37
Henderson-Reyes,1,25631.11884932293,25631.11884932293,47.0,14.0,37
Henderson-Spencer,1,20357.79489112952,20357.79489112952,30.0,7.0,37
Henderson-Stephens,1,29819.162903090608,29819.162903090608,59.0,3.0,37
Henderson-Stone,1,40994.010134003176,40994.010134003176,22.0,30.0,37
Henderson-Taylor,1,21772.34139864964,21772.34139864964,55.0,21.0,37
Henderson-Vasquez,1,1638.8676773331204,1638.8676773331204,76.0,7.0,37
"Hendricks Dickson and Wong,",1,2620.500129337859,2620.500129337859,78.0,6.0,37
Hendricks PLC,1,26905.47968027034,26905.47968027034,78.0,24.0,37
"Hendricks, Randolph and Buchanan",1,42368.83533850275,42368.83533850275,64.0,14.0,37
"Hendricks, Scott Harrington and",1,19681.00299004387,19681.00299004387,60.0,30.0,37
Hendricks-Cannon,1,28783.004822616796,28783.004822616796,63.0,30.0,37
Hendricks-Esparza,1,22826.58677078369,22826.58677078369,20.0,16.0,37
Hendricks-Hart,1,21744.51077051526,21744.51077051526,51.0,12.0,37
Hendricks-Mccoy,1,33259.70734453109,33259.70734453109,57.0,4.0,37
Hendricks-Pennington,1,27388.25253153009,27388.25253153009,33.0,21.0,37
Hendricks-Robinson,1,43630.248942415936,43630.248942415936,58.0,28.0,37
"Hendrix Bennett Gentry, and",1,24408.157610504542,24408.157610504542,75.0,26.0,37
Hendrix Group,1,23878.313508690462,23878.313508690462,69.0,3.0,37
Hendrix Ltd,1,33319.81964265345,33319.81964265345,21.0,29.0,37
"Hendrix Walker and Williams,",1,25750.908559703166,25750.908559703166,59.0,29.0,37
"Hendrix and Hernandez, Solis",1,17876.174041366554,17876.174041366554,42.0,25.0,37
Hendrix and Sons,1,28325.47548080838,28325.47548080838,36.0,9.0,37
"Hendrix, Roberts and Pitts",1,3763.772427494265,3763.772427494265,60.0,18.0,37
"Hendrix, Salazar and Martin",1,45821.24908049904,45821.24908049904,68.0,5.0,37
Hendrix-Black,1,17110.84442254941,17110.84442254941,26.0,3.0,37
Hendrix-Moore,1,11898.204671663738,11898.204671663738,50.0,20.0,37
"Henry Gillespie Parker, and",1,17581.430548959983,17581.430548959983,72.0,5.0,37
"Henry Henderson, and Beasley",1,34268.8805364652,34268.8805364652,18.0,5.0,37
"Henry Savage, and Cooper",1,19019.09423405836,19019.09423405836,57.0,2.0,37
"Henry Williams and Stone,",1,21422.48171438735,21422.48171438735,40.0,27.0,37
"Henry and Ortega Bishop,",1,13698.66005540877,13698.66005540877,34.0,18.0,37
"Henry and Smith Riley,",1,38186.483720569246,38186.483720569246,40.0,19.0,37
Henry and Sons,1,25090.528841208645,25090.528841208645,29.0,14.0,37
"Henry, Buckley and Ferguson",1,26948.286871924585,26948.286871924585,31.0,27.0,37
"Henry, Cervantes and Garcia",1,35907.58287010162,35907.58287010162,56.0,4.0,37
"Henry, Hammond and Hunter",1,42589.07665523185,42589.07665523185,37.0,14.0,37
"Henry, Hardin Rodriguez and",1,14805.534301930637,14805.534301930637,76.0,16.0,37
"Henry, Mata Harris and",1,5504.4091984621655,5504.4091984621655,53.0,27.0,37
"Henry, Mcdonald and Ross",1,12798.68043195594,12798.68043195594,59.0,28.0,37
"Henry, and Carter Dunn",1,37090.69152247111,37090.69152247111,74.0,19.0,37
"Henry, and Guerrero Johnson",1,38943.66221782411,38943.66221782411,34.0,23.0,37
Henry-Black,1,4329.643110695339,4329.643110695339,42.0,8.0,37
Henry-Bradford,1,26254.58138568035,26254.58138568035,19.0,5.0,37
Henry-Buchanan,1,31750.12846352167,31750.12846352167,20.0,19.0,37
Henry-Hardin,1,33518.12731151552,33518.12731151552,82.0,19.0,37
Henry-Johnson,1,30472.805991572848,30472.805991572848,77.0,22.0,37
Henry-Moore,1,7876.39260994494,7876.39260994494,46.0,11.0,37
Henry-Morris,1,26103.630118495657,26103.630118495657,35.0,16.0,37
Henry-Odom,1,48361.68020913631,48361.68020913631,62.0,20.0,37
Henry-Osborne,1,24629.484564964627,24629.484564964627,36.0,18.0,37
Henry-Peterson,1,37278.38395726208,37278.38395726208,80.0,9.0,37
Henry-Pope,1,29205.424399961907,29205.424399961907,45.0,1.0,37
Henry-Schneider,1,39977.61279511421,39977.61279511421,31.0,17.0,37
Henry-Smith,1,10881.01345959092,10881.01345959092,46.0,3.0,37
Henry-Stevenson,1,22478.99505125412,22478.99505125412,60.0,20.0,37
Henry-Taylor,1,49622.27009467255,49622.27009467255,80.0,26.0,37
Henry-Tucker,1,41793.88754882696,41793.88754882696,72.0,17.0,37
"Hensley Gill and Palmer,",1,11908.426646090573,11908.426646090573,74.0,15.0,37
Hensley LLC,1,29741.9062490733,29741.9062490733,30.0,7.0,37
Hensley Ltd,1,50485.61091060854,50485.61091060854,49.0,30.0,37
"Hensley Richard and Norton,",1,46482.30630221308,46482.30630221308,45.0,2.0,37
"Hensley Turner and Lin,",1,14015.74019794485,14015.74019794485,74.0,16.0,37
"Hensley and Johnson Thompson,",1,8194.829452557286,8194.829452557286,61.0,11.0,37
"Hensley, Mclean and Williams",1,38433.898447314976,38433.898447314976,56.0,16.0,37
Hensley-Hernandez,1,9859.828359309857,9859.828359309857,81.0,4.0,37
Hensley-Molina,1,19479.527913840662,19479.527913840662,32.0,20.0,37
Hensley-Morgan,1,33008.487502059994,33008.487502059994,24.0,28.0,37
Hensley-Rodriguez,1,34625.007258005746,34625.007258005746,60.0,30.0,37
Hensley-Sanchez,1,47053.91573979093,47053.91573979093,37.0,14.0,37
Hensley-Shepard,1,49000.226552616674,49000.226552616674,81.0,22.0,37
Hensley-Ward,1,25629.32675799822,25629.32675799822,54.0,18.0,37
Henson Inc,1,10291.413440917817,10291.413440917817,45.0,15.0,37
"Henson Smith Lester, and",1,19951.49905432828,19951.49905432828,50.0,12.0,37
"Henson, Bennett and Becker",1,17625.171286897177,17625.171286897177,82.0,15.0,37
Henson-Gomez,1,31181.283620061076,31181.283620061076,45.0,9.0,37
Henson-Harmon,1,27565.26065728902,27565.26065728902,58.0,22.0,37
Henson-Montoya,1,37741.19043465099,37741.19043465099,75.0,14.0,37
Henson-Morris,1,40511.85656741788,40511.85656741788,62.0,3.0,37
Henson-Paul,1,11127.9031950084,11127.9031950084,43.0,2.0,37
Henson-Walker,1,39569.123441838565,39569.123441838565,55.0,24.0,37
"Herman Brown, Jacobs and",1,40412.90918958736,40412.90918958736,69.0,25.0,37
Herman Inc,1,49557.34655246695,49557.34655246695,42.0,6.0,37
"Herman and Jones, Schmidt",1,43134.30511657263,43134.30511657263,65.0,2.0,37
"Herman, Liu and Hill",1,31822.730852999222,31822.730852999222,42.0,13.0,37
"Herman, Rangel and Charles",1,28192.20540779676,28192.20540779676,59.0,10.0,37
"Herman, and Conley Hood",1,25660.73642016912,25660.73642016912,20.0,18.0,37
Herman-Arnold,1,42821.69408832339,42821.69408832339,41.0,16.0,37
Herman-Barton,1,8847.42530334484,8847.42530334484,64.0,30.0,37
Herman-Christian,1,7196.430287238246,7196.430287238246,53.0,13.0,37
Herman-Diaz,1,15972.4693905947,15972.4693905947,45.0,24.0,37
Herman-Ewing,1,2162.607297082759,2162.607297082759,43.0,1.0,37
Herman-Griffin,1,7238.9633123566655,7238.9633123566655,84.0,3.0,37
Herman-Howell,1,36285.7385463401,36285.7385463401,38.0,23.0,37
Herman-Miller,1,11093.4623651871,11093.4623651871,84.0,17.0,37
Herman-Stewart,1,32817.90538861679,32817.90538861679,66.0,7.0,37
Herman-Wood,1,29401.975864213236,29401.975864213236,23.0,8.0,37
"Hernandez Anderson Horton, and",1,43032.52200700311,43032.52200700311,66.0,24.0,37
"Hernandez Anderson Owens, and",1,40108.82927333265,40108.82927333265,29.0,29.0,37
"Hernandez Anderson, and Rush",1,32156.99497728598,32156.99497728598,28.0,22.0,37
"Hernandez Bowen, Castillo and",1,24103.85569439684,24103.85569439684,60.0,17.0,37
"Hernandez Brown, and Norman",1,46947.03727409146,46947.03727409146,48.0,5.0,37
"Hernandez Carter, and Taylor",1,42878.03653020158,42878.03653020158,23.0,14.0,37
"Hernandez Cox Wallace, and",1,31610.06819946721,31610.06819946721,85.0,15.0,37
"Hernandez Cruz, Hull and",1,25116.007091811683,25116.007091811683,52.0,15.0,37
"Hernandez Davis, Vega and",1,46444.8539394002,46444.8539394002,50.0,25.0,37
"Hernandez Dean, Phillips and",1,1519.983701976716,1519.983701976716,27.0,30.0,37
"Hernandez Ford, and Pena",1,17488.283136042868,17488.283136042868,64.0,16.0,37
"Hernandez Glass, and Porter",1,34705.840706185125,34705.840706185125,44.0,23.0,37
"Hernandez Henderson, and Smith",1,4331.373830127206,4331.373830127206,49.0,24.0,37
"Hernandez Johnson, Edwards and",1,8019.288724323481,8019.288724323481,79.0,13.0,37
"Hernandez Kelly Oneal, and",1,16468.220557094275,16468.220557094275,33.0,12.0,37
"Hernandez Lewis and Campbell,",1,23034.177451514934,23034.177451514934,34.0,10.0,37
"Hernandez Montoya, and Escobar",1,11872.829983798816,11872.829983798816,78.0,30.0,37
"Hernandez Randolph and Blair,",1,40182.50872525632,40182.50872525632,40.0,17.0,37
"Hernandez Richard Simmons, and",1,651.924677266182,651.924677266182,55.0,16.0,37
"Hernandez Rivera and Munoz,",1,37487.62142780976,37487.62142780976,35.0,11.0,37
"Hernandez Robinson and Washington,",1,29031.595651017094,29031.595651017094,78.0,3.0,37
"Hernandez Rogers and Vang,",1,37909.78240987528,37909.78240987528,28.0,30.0,37
"Hernandez Salinas, and Stevenson",1,22407.03407568789,22407.03407568789,45.0,5.0,37
"Hernandez Sanchez, Thomas and",1,40840.88038330363,40840.88038330363,22.0,13.0,37
"Hernandez Short Cooper, and",1,45316.10995930006,45316.10995930006,36.0,7.0,37
"Hernandez Stewart, and Gentry",1,24301.26707284761,24301.26707284761,57.0,3.0,37
"Hernandez Wheeler and Johnson,",1,19745.28308465153,19745.28308465153,40.0,19.0,37
